Animal_ID,Sex,LPtA,MPtA,RSG,RSD,Hipp,LHb,LPLR,VM,VPM,VPL
10,F,-3.05121274657495,0.856183161848083,3.79550721061033,-1.53267443286869,11.2055922384285,5.8621163740616,8.56742636291067,2.42916617358939,4.98635296543168,2.79790385147027
11,F,19.2828200398411,22.0361458015254,12.5911356894501,24.4408582341238,2.92620569174919,5.33311602965563,0.195620681458636,4.9003784732527,0.670671638731769,3.30171426920311
12,F,14.6574221508507,9.50590570107346,-6.2133511709057,4.65756116701414,0.797492300484125,-0.927235420769806,-2.3650384700766,-4.09000311122468,-0.631547229947118,-1.57062607202506
13,F,20.0599797404759,18.8345582712907,7.13382887611368,23.4173015976239,5.91014926455218,1.36287990682236,3.5527861945555,-1.90933067562415,-0.810141700062781,0.424215190710503
14,F,-8.49698701009071,-4.28047658884908,-7.09390470810136,-19.7453922572134,-9.47570144768813,2.8823452672892,-22.153214575289,-4.28097217766298,-11.2669014415792,-6.97796622633722
15,F,0.851062676234763,-3.08912679358606,8.35077820170417,-4.49311220538987,3.90585350523405,2.81884344057051,-4.97811468643383,4.25927159360444,-2.81947069556407,-5.25754839558281
16,F,29.4793433276609,17.401615842922,24.9130361155893,24.3462133639255,19.703968313307,44.9696849592547,22.6722755782186,23.6926404250289,15.4341861429043,9.97847759798349
17,F,-10.8700105923638,-13.6873508808143,-9.3948427723311,-12.7681316678489,-4.17283709199833,-9.28727210107164,-5.11375530013409,-7.79964184846338,-3.7846762898334,-6.55039058599895
18,F,22.2699935921466,27.9606841785546,19.1521315237843,27.6637359942857,13.2588578285602,-5.23665383738505,4.76016029348002,8.54841560431529,10.1326635323968,8.0396647783939
1,M,-10.8296228589217,-15.9386581154894,-7.61620464548153,-9.46968892818423,-8.98084111721518,-2.65063071928546,-3.01046218939316,1.76496654025584,3.46934530129527,3.33425163690587
2,M,18.4433508859884,12.4018875707912,1.32447665690983,16.276461326529,-2.36854115665386,2.72588946423406,-23.1361226860667,18.8417706409641,-3.96323594331193,-16.3856161617916
3,M,11.5720348540034,26.4497784688843,7.88465208707857,10.1164631855514,12.5091572107148,7.83220147850851,11.7261961065084,3.79012885356692,4.18360518170637,2.21814428880665
4,M,4.03042185982735,12.7933178526206,8.93091055668899,2.62646789177004,3.66194629856883,3.66815628916294,0.172112494762941,1.92167976742315,0.536403089245729,0.785255990368275
5,M,-0.0710870263700283,-6.95730037310368,0.342186054073389,-3.9003881734971,3.96275535557391,3.71760526549727,-0.284760253847161,-0.965481652011252,-7.2589243588862,-0.213745672361441
6,M,11.3738589784782,7.11679542006787,-6.26451557216813,-7.57045966075634,6.96701647140275,7.40044460901619,1.77239681570828,0.279479980894699,2.4462618729083,-1.22721227875192
7,M,5.6636331975406,1.74767969055984,-12.4462135810466,-6.69967576956554,-13.0759109488149,-14.4549344833819,-11.0596883679536,-14.0192278111025,-13.0884363876567,-5.63569985983574
8,M,54.4618069628214,21.4836999516317,13.0088700874137,42.5206572794473,-7.52595364063568,18.2142311625142,-13.5993962913089,5.3805698763138,3.1897978551571,-4.33552353146602
9,M,18.5907442070497,24.3377278805989,11.4783843302712,11.7122874344639,17.1900573172695,3.55231049943032,-0.556432252902402,2.8735926595166,2.95096541743212,1.58985499771238
