Animal_ID,Treatment,Sex,Region,-840,-600,-360,-120,120,360,600,840,1080,1320,1560,1800,2040,2280,2520,2760
1,NAL+MK801,M,Cg1,-17.9362431418271,-11.7764077916401,-5.79561492857572,-4.36916482482585,21.7140946391905,174.589478119394,245.825382571888,240.663271804891,243.075517304206,234.726924505902,239.825895349481,228.013170251496,218.415865273504,193.786874560111,169.428276587807,141.699480129141
2,NAL+MK801,M,Cg1,2.49364682920085,-6.14768989706806,-1.0892253394817,1.53670652875371,21.2793775851506,35.3250002184888,34.6904090736967,33.0046021163774,31.4934613504004,26.7578331189404,21.3885402338711,17.4370743181614,9.51702655451231,6.63315244725815,3.85813667938531,6.56116448408916
3,NAL+MK801,M,Cg1,-6.01001022456683,-6.31270351096899,-0.972160375483246,1.21869915294394,-3.27777992869794,52.447887472659,73.0297534269317,73.8155178827808,68.1927996344197,62.6987047440601,58.8433716804351,58.7614451098887,55.5462005241217,53.4096463168914,37.9678743102234,31.0664364219453
4,NAL+MK801,M,Cg1,-4.7661659627079,-15.7185348170016,-1.43309174633955,-8.1624307540154,1.01319501703301,36.8737981391699,42.1693441643018,33.2453768064755,22.7904531216848,8.22420103118527,-3.41078630077342,6.28933899300006,8.70745846777836,-3.72040742014232,1.14493586819409,5.11615992407393
5,NAL+MK801,M,Cg1,-22.4410132994,-2.1547420707996,4.35588403551491,-10.351794915011,16.8307786695501,77.1634857984903,93.7677157027452,108.839670356529,108.686423497301,112.527513970112,101.58181601782,81.5998937471325,69.900046630934,65.7442885680125,43.4384040059712,31.0164135974063
6,NAL+MK801,M,Cg1,-18.2375670002821,-10.7630187061271,5.66211909068444,-10.921467853402,24.1989633597897,150.709379567355,159.412190053543,149.260042947906,141.748332693272,138.10756424447,135.086475830493,126.837841493317,118.485336118561,110.852018746241,101.785289020463,84.5719045065545
1,NAL+MK801,M,PrL,-24.4930061767256,-17.4901109458453,-7.97468925539562,-4.09658238095209,35.0258444315316,227.403568580242,387.306289536538,397.031903534112,406.243481277702,382.074691488738,400.53824707395,381.483830745584,358.79511206765,300.944769605082,246.632890954722,203.709482371843
2,NAL+MK801,M,PrL,-6.54921576315605,-9.74776756112968,-0.652808800021453,1.36126957792146,29.5095002293869,56.6587688457259,57.3874115419902,54.0172117059853,50.8561718280355,47.7814054628511,44.0037517919217,40.0450608265968,34.9782272459394,32.5651593865552,30.7928773847937,31.4733074138351
3,NAL+MK801,M,PrL,3.01896289906778,-1.11355148216452,-0.624811481237732,0.264465123852423,-5.08124631942006,15.7749004761746,23.5238178285959,24.8537156025853,22.0350093826461,19.6605350155008,19.0087935180031,20.2457448647264,19.9046052738501,21.5754111982206,13.5709458902746,10.1181247667058
4,NAL+MK801,M,PrL,-8.34828898603082,-21.3580734459697,-0.636775452322877,-3.91323561207326,15.2495250764078,47.4218538275274,58.6789997112068,49.6204814455405,36.8266183954066,17.8588646640574,-2.09896142032861,11.6628565695477,16.0481471211318,5.27142846132179,11.5422762220133,14.6629483456328
5,NAL+MK801,M,PrL,-8.19275141559658,0.384726170881551,3.88193305822033,-9.43792431543224,13.8934026682341,74.5602940497902,91.4487534263062,99.9797729790482,108.627778975992,125.013620717194,122.071447248651,110.424688559011,96.8263032612577,82.3932526665626,55.5058756950639,61.6563503133175
6,NAL+MK801,M,PrL,-12.0381199269429,-12.3324279813681,5.33612612602459,-15.9917262014181,6.73413926939847,136.702101979369,153.418365725702,143.966216138046,139.114090825236,136.41945964708,136.446177466379,133.582957462863,118.856486317862,103.048257828695,78.845095463795,52.2213209216136
1,NAL+MK801,M,IL,-27.1333101623438,-28.7467642032512,-20.9332271930655,-17.2390232604249,16.7068294195149,85.1910928948285,149.17062755971,156.548273788522,166.806363143934,155.245913205543,154.268795859128,143.877477985343,156.804424652926,135.210080010611,110.215953768754,95.7335314619485
2,NAL+MK801,M,IL,-17.0726433007018,-17.2998160117793,-1.4559225174182,6.26487271410896,47.7123643216546,74.0405880656653,68.1081830074673,59.54209521792,51.8676729693377,50.1584021808559,44.1906840986053,40.9764543448881,35.8563332578931,29.526025651079,26.3616346348223,22.8720767679
3,NAL+MK801,M,IL,5.70784183653379,-0.268209828319646,0.656330995358385,-0.913881599541763,-6.38592777260597,21.4728784528542,29.6693287053466,27.7361619934947,24.9424388357124,25.1220670597624,24.7564781266636,26.1352931133881,26.3276667628689,29.2305927753763,18.752299455328,18.7420619757888
4,NAL+MK801,M,IL,-15.5653476667966,-18.2487589779708,0.0686235664275669,-4.27341838149554,20.1967173048504,50.4236953657371,77.8813795049079,59.4872329929504,45.276493601668,18.7706308065939,4.56506493400331,17.7698359585935,21.2935946063962,18.3447203220346,22.3491621301408,18.4320095905201
5,NAL+MK801,M,IL,-13.4921597531098,-3.98241706767994,2.99100529018588,-6.55512791227567,16.9772909385584,50.2153294770866,62.6996098981521,60.7484439897198,72.5624508557891,85.3968801712339,92.0629914627997,95.3058138162548,84.1741848769949,70.2142947696946,48.9659257639892,64.0768284137547
6,NAL+MK801,M,IL,-10.1143679897251,-11.6286357518152,4.10247793398992,-15.7130937206898,-13.1052888748987,29.6442953139948,56.1022157669441,57.3379712597313,55.5354017467234,53.6855106229197,47.6435128056961,42.2482119904826,31.0472322245254,19.649766755513,3.90293957121431,-12.4719308963031
1,NAL+MK801,M,M2,-29.7152920548741,-25.4800558744101,-22.3010357871647,-20.614364888158,21.5712090939169,100.469629197414,119.586945783711,113.245045997603,117.120914093156,116.162482719366,118.926454151759,117.326727044134,114.409294184375,98.4277634898174,83.3439229058539,71.6649607705993
2,NAL+MK801,M,M2,0.182630611156877,-10.0448923331567,-2.91618435851134,2.84105732646296,38.6290399543436,64.3792891895839,59.1995237626806,55.5708204830408,51.4850927860625,45.3199818144872,35.0816286647578,29.8161640362353,19.2883465301654,13.1526467652555,7.92571851261281,6.6666684201506
3,NAL+MK801,M,M2,-8.53039535751403,-8.11021490874577,-1.26365387169369,-1.38255548809062,-3.83567230119746,47.8812494133906,78.9937569414312,80.6015165603545,74.8186346839902,70.6664365912718,71.644524415126,74.3101614274332,68.8228179191028,69.3450928738541,44.4563231912652,37.0219148638193
4,NAL+MK801,M,M2,-5.50733316799148,-16.3023651493624,-4.61946786206062,-9.04374134689296,30.9899727031437,84.3078124458573,84.325754889879,64.7135458047689,45.8750622940802,30.4431276526543,16.2174027059975,21.1563819342583,19.0741500008661,5.41479219546879,10.0330832335854,15.1275007430973
5,NAL+MK801,M,M2,-26.5522742696899,-3.41039279912334,1.07770153803889,-12.2260623479562,34.4479032060568,112.900958756013,135.459510906757,145.842682515538,146.728378842008,147.992448471044,135.117707869512,109.795400816242,93.9465889311884,92.9872211859971,70.371024193506,60.2871701448871
6,NAL+MK801,M,M2,-15.2484109385422,-10.6676032751557,-1.29860085547111,-9.27266459052465,8.92816996146008,47.8653062557904,51.8059970561867,49.1386004856869,46.8897049777807,46.7780615996603,45.2226166076992,43.511561806115,38.8252571675901,36.1105632691464,25.4875546050466,17.9567070440006
1,NAL+MK801,M,M1,-33.768879725538,-29.0814581877129,-21.0048996288627,-20.6596972329619,52.6982034448933,141.128855670693,147.105194270944,138.770832745148,144.035507666693,139.151351395446,139.830532102437,136.310994261136,130.056326995002,109.849875889553,89.9786445495124,76.2537287895926
2,NAL+MK801,M,M1,-2.83073320447313,-12.9017758007004,-1.73923762269678,0.632168749799163,53.6794534515913,96.9440998282919,85.6314150304466,78.0669682896461,71.0072893315288,62.3875220275841,53.0212311458826,47.2167033972775,36.2042686532651,29.407742249402,22.1859531441411,16.5373723820462
3,NAL+MK801,M,M1,-4.69660949653703,-7.78049395146866,-3.91088755520666,-9.01457453788022,-6.72469148202056,79.6230073382352,128.494912423818,118.44911584493,107.264155602077,101.73131594996,114.400195039974,132.604568275436,110.96342175109,114.884211893518,60.6049925613569,54.6931019463156
4,NAL+MK801,M,M1,-9.60420537930562,-19.9497023421913,-5.35501425940999,-12.2314758765421,57.6739353417976,155.286620122918,138.362182140998,115.356739766281,102.784473251593,77.2836094208948,55.845645636987,65.9044856908292,55.3449882845527,33.5046574798969,38.4604688156431,41.2452226754937
