Animal_ID,Dose,Region,-600,-360,-120,120,360,600,840,1080,1320,1560,1800,2040,2280,2520,2760
1,10,Cg1,-9.33469279153517,-9.39551386376237,-10.0244207987665,370.735513566203,384.451965692236,392.898459904765,443.283784939227,483.103814955912,461.422294182188,422.506131512396,359.782312953734,264.654014303067,219.567281339348,181.320235222821,160.169700728827
2,10,Cg1,-12.7229959436247,-14.4849730260902,-3.93068047634529,295.330785533789,254.702214745032,219.261391549577,187.278653302676,158.713846553586,137.582262464816,112.608541195633,79.7301535924356,61.5114572204809,52.5701662758649,42.2609028076822,35.1307507604445
3,10,Cg1,-13.0840966086885,-8.89550685943722,-3.67906350572867,431.920209737943,364.278762632196,306.646328813886,288.368821665323,264.610489325844,239.400726639917,220.691030886488,192.075330259274,149.314232848758,120.544418209527,107.331864222628,99.5507507753832
4,10,Cg1,-14.6172585299834,-9.43859428214803,11.7565227442183,77.5010015703875,109.163213583162,116.659585684342,121.072417016957,111.214729237513,93.7272174224592,52.5427713562367,53.441237714331,35.8189629847567,40.2989476323014,29.7897327604103,18.326327578137
5,10,Cg1,-9.36577488442057,-13.7164875851156,15.566381158017,231.446639631771,298.462150785297,216.583321599969,123.096783699335,82.7313659958656,48.3925327996578,40.5462979412608,24.9940551887948,19.1455595155127,17.1425887037827,11.6117850264049,6.49027909716241
6,10,Cg1,-18.4803086925011,-9.42644074685702,-16.169857060596,133.125404752333,437.338131087325,410.157382633297,387.848409512072,275.562017206993,280.35359932527,140.303528256649,47.6526936316829,198.396433368802,112.447231667534,71.995965916647,104.308024301074
7,10,Cg1,2.59969514586312,-7.95214561176633,5.59875851774253,50.7155008774455,125.372867445883,102.082456286336,86.6778122146271,69.0036119982903,55.354403488391,52.1443806183795,36.0763663376961,4.6124177717797,8.57775781707394,-6.6553637088716,21.2594724107191
8,10,Cg1,-7.40483788199635,-0.282271360845511,-8.18630446308786,91.2461232762231,187.369092920366,87.3829067815071,130.804454748875,101.095179455232,78.9863321503035,100.14336733483,86.2676474058261,103.594571439115,105.629231949276,84.2468513609327,93.4572150636222
9,10,Cg1,73.2928936561431,-0.268118904324681,-25.3123704713596,54.6198650271405,153.669890308689,89.0615794550886,38.9149690533016,17.9681446404055,2.83054907314453,-10.6361621089103,-16.7217541431792,-23.2513310047517,-32.6006329147226,-33.4616566601053,-40.5091177733503
1,10,PrL,-5.51176426358709,-5.00308166941094,-4.40679989534658,113.565144338106,124.935468888643,138.097122926735,147.91115030024,166.699843891208,145.383003900965,117.241633635527,87.9453082495685,54.3754173236657,49.6909650111716,30.2404100699019,28.7548822639401
2,10,PrL,-9.15416923210948,-11.9092975599562,-0.522051201393585,210.994953967045,192.678900098659,162.142167352857,141.68479996268,118.101575291134,100.025905499522,91.7082915055914,75.6574106550323,61.8582189640772,54.2636922676648,49.7877813261289,45.2039417580862
