ID,Group,Sex,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
J4,VEH+KET,F,777.559995147605,6815.65644132758,8996.48335922624,10828.2538277117,11940.5426068256,10977.7001362217,8435.97070320861,5728.38847693088,7468.93055852101,3994.19364097043,4652.43550472435,5182.96352848313,3913.2968165699,3879.13890649599,3642.54008739977,2562.27499747041,1105.98566730721,1711.56453975546,2379.71889186515
B3,NTX+KET,M,137.588652588849,405.512923112889,636.88457722033,5599.59870369604,3264.75376970539,3975.34198884167,4309.59794330451,3926.20869797536,4198.9764739822,3850.86338215893,3719.91465953777,3074.42400060743,3198.27589850639,2660.80317811698,2362.96060251229,1137.32028439289,541.653280171614,393.743060070996,559.924663245304
B4,NTX+KET,M,439.314609195932,1306.27943669195,4232.56051865922,3679.77010915192,5209.52558721026,4515.98803328438,4368.68521776623,2366.62355202979,3703.47886698178,3521.03446703605,1779.20818282144,1059.80043360684,1185.35686426928,1930.31734783668,1953.41825036319,981.896592855199,2211.51830276872,892.016426375393,1461.32237628853
C1,NTX+KET,M,2298.04620932802,3794.09122550777,4373.9956880213,2343.55200154548,2849.96016459396,897.638687322846,477.074066640333,662.495785734291,1815.47622877839,237.234345106582,121.983767660845,426.266380035097,220.224839249833,131.264153634817,284.442486442649,591.927464414547,717.32975630406,369.563487234074,217.87596741049
C2,NTX+KET,M,3843.69970587436,5484.44016256327,6838.19413070674,5553.82458578953,5106.95171428743,2995.52564585194,3925.34933459771,2756.68441578058,2153.6328184341,1438.26878761372,1789.28387877905,2580.08884048954,1157.13188129411,2229.28872028558,2516.92045663852,2211.90692947076,1812.37572491033,1713.53840941558,1865.4232219342
F1,NTX+KET,M,7630.85851318491,9758.75472954455,7370.12842036784,6127.2331138867,6438.21014464103,5964.03031382444,4676.07793749685,2869.82589662095,3572.35841681417,3818.65415066489,1494.90571472187,1300.5490267929,2039.30671968232,1300.37066269984,2638.22932890902,2756.32361527492,1097.63135818182,1136.7548740391,685.870591248481
F2,NTX+KET,M,1941.36475120857,4134.42881348292,6470.54020419803,5706.95332944725,4042.8971808856,3277.1984042108,2212.00846054246,3499.49803475856,2675.86910048588,2419.63493242506,1510.90463786237,1686.81556357409,947.982184106414,1005.93659902304,2205.24743161,2695.58607909851,2299.41690631314,1228.45973191929,712.128853931068
G1,NTX+KET,M,2461.98620500336,1473.59915858512,3218.55995180722,2468.70226314434,2457.55832715829,1522.30527633826,2081.39568962525,3004.33204792263,2501.79881447379,2805.06632085974,1842.99652674239,1358.55447185697,1143.44355464003,761.363685053893,600.445194810753,313.410454388315,285.964158666462,416.957531419356,1085.33392664272
G2,NTX+KET,M,6806.76820742423,9274.16412404323,4902.77337472003,8164.39187165826,7485.03053718365,6394.43990725307,5864.05493208709,4382.80472319675,5014.80546993197,4074.33346636667,3722.06848063188,3305.73576327394,3223.52768820735,3015.68451962205,2952.01994269867,2689.70715117901,3019.06698045047,1734.3974598871,1439.89328986525
B1,NTX+KET,F,2526.00012865709,5950.44267977958,8425.22899091441,9379.64015701171,10603.4050821827,10042.5393503927,11103.9079047004,8826.57366048424,9859.38376892646,8631.10641662127,8981.14838989007,7255.45354648566,6939.8300406338,7142.24843502818,6254.70859697819,5789.48957217932,5681.35300154406,4500.79636280353,4646.3275199903
B2,NTX+KET,F,5409.86086519275,7221.47313131818,9061.03712588055,11637.8819179768,14515.3581730099,12677.0373703783,9932.15770228177,10986.996215659,9046.07497178052,12546.6330146363,11779.8039983707,11292.160465326,11912.7259035438,10563.0073051135,10358.4128710658,9539.08549238441,5952.19290894885,5615.88478308975,7296.16432673201
D1,NTX+KET,F,4657.28184981645,8571.89881699779,8946.50443720897,8626.47153755447,6998.54780941358,6667.40482046996,4971.9955926785,4333.81210026254,4969.529704232,3915.70866742362,3123.05976523825,2876.96764808015,2008.71622411878,1371.46291303481,1938.5728380105,3454.86053550676,1635.7190650108,981.221721706623,909.50062186314
D2,NTX+KET,F,2794.82521321082,4840.53939692703,3781.24449604856,4713.13920907238,4468.67846660024,3051.96000131508,5560.85004767036,4416.33210022251,3225.22822628742,3304.4187609051,4512.57200247858,3952.76897492478,2497.22283662982,510.413762882433,1263.02535664298,1652.15821347039,2590.07555969954,1063.22155273604,493.788333410808
H1,NTX+KET,F,3711.21026652868,5799.27208075422,8787.43994740017,6350.57097656686,7438.08707823386,5007.78704273945,4236.93097260921,2742.51726558577,3197.69226584775,2399.40972732665,3074.9783369573,1437.91248006261,2171.21874188084,3052.96013858005,2678.45708577457,3630.15261747812,2730.23933348583,2721.25829891344,2393.3246755043
H2,NTX+KET,F,2656.17511443376,5069.11143682467,7377.69908926806,7917.32003737087,7093.1866226767,4483.29694837707,5258.84536735538,4326.29204716564,4508.8245319116,3844.62580742493,3069.04004566319,3535.52679061728,3662.85895711412,3415.75811744257,2824.95124741932,2888.42679488957,4406.4189934623,1765.97452599739,5021.24110828662
J1,NTX+KET,F,4359.1811568019,5990.30202906394,9284.43850449256,7558.52867964716,7569.81429136645,7187.15195095088,6686.81842402761,5844.10029134468,5547.99994697483,5251.68692081572,4409.39786659296,4399.43543779092,4329.74671474978,2693.2185372503,2555.29593317913,2187.60096368859,3877.01886327545,4638.27951493741,2581.10831456847
J2,NTX+KET,F,3084.50008596837,3122.46706165203,11274.5951123977,11502.0188957249,8959.5069773926,8598.14573480216,5740.13490242645,5673.4401715416,6319.05153935226,4998.11480340465,4812.08464659895,3530.50256738629,3127.39340359185,2334.17146278623,2904.32689824411,1530.84025658915,1380.574697825,897.235608783319,2590.26797513322
E1,VEH+VEH,M,2804.65457426099,3720.93596477453,3307.61287860738,3189.33231819312,2514.9224585791,3089.43745752617,1869.14810616489,2056.02543791773,3129.24402580092,732.080563833876,817.851920260364,984.659526336805,1034.38755961237,801.496210714845,884.165549172537,881.506524872239,811.769921325042,978.754995534737,1044.80962302383
E2,VEH+VEH,M,1251.28133797211,2272.86999912265,3417.79097817341,3205.10913701739,2955.56054963232,2420.68316307004,1036.20352986438,305.986295943949,645.269857088803,912.136096540696,1361.48926975482,1794.87423827069,765.079564993173,1176.14619456709,1138.67501766765,924.235001413329,569.641140462894,820.338729404345,870.432972296507
I1,VEH+VEH,M,5187.12485831078,5642.24023525937,4790.23585161868,4674.52113029263,4227.1210886843,4537.73614142164,4338.2140795327,3192.9106658701,3392.85081013616,3465.04751050513,3902.75360491182,2875.51612611859,3349.86637582027,3167.21312685436,2656.04049665066,2977.35586168643,3036.56334988489,2213.10450431962,3358.69267778566
I2,VEH+VEH,M,2498.69462273416,4341.87694855449,2334.15204286946,3885.59506312346,4813.8855781391,3099.57493201947,3227.86572247648,2398.00935909,2687.6733428853,1728.59725369605,1362.69120719583,1628.04872347487,2549.46862962247,1708.88192675627,393.746812529777,759.040776326076,1422.06444680843,2186.46224867298,2073.24310686514
E3,VEH+VEH,F,5406.35891270281,3734.9256335834,5979.72208368243,5322.33730112128,2808.57680768315,3781.54145874226,3920.35606622828,3119.50016252328,1798.55978151943,4015.44085417415,1730.02756821091,1475.50355672504,1200.00492608193,2465.462005983,1938.35144768068,3656.09830931075,1691.02942680468,1310.21411488427,1579.0306791481
E4,VEH+VEH,F,1882.89713222829,2821.84365345052,4179.93174468021,5190.9400558628,1553.47944856648,884.439881424325,918.05893840653,280.736880458053,133.50793633066,348.482403344139,548.556999216549,2583.02043238286,1236.16064825645,2465.57861300815,2934.3858852,2264.64637782511,190.891336180593,120.029383884895,248.453203823022
I3,VEH+VEH,F,3246.68083679758,3772.87541726379,4150.11841911177,3503.16634262423,3899.93767217317,2933.69997364986,3323.95250073199,2757.5836240735,1713.07990194708,2071.15867273765,3101.2180039578,2463.11069986114,2248.0195360492,2694.81259508849,2836.92067499618,4676.1382963046,2578.86001372439,3889.38006553141,2842.10545946969
I4,VEH+VEH,F,3665.52056399388,3082.34008007103,5599.15937530457,6273.47486713369,3138.8931851379,3931.9687128939,3484.37349640165,2095.65065596428,2669.47056465652,3189.50113504091,4129.05105977451,3997.19495871548,4117.43365503757,2724.92523764818,2703.7779702833,1992.34689446698,773.307826403754,1052.64769966675,1252.80258687802
