ID,Group,Sex,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
J3,VEH+KET,F,9856.62944200041,14579.8115297031,18698.5037926648,17631.8365245554,13355.565293675,13044.7365164896,10840.363701998,8130.92270037762,7125.94538265045,3966.77642409139,4658.16124005805,2771.31872599264,2776.77420532073,3438.93249495437,2173.19387190631,3282.24276111583,2284.46850773537,2533.15523343263,1502.70086352589
J4,VEH+KET,F,3332.27700429532,8214.74826453472,9760.3854457068,7619.1122113349,7107.09835799726,7116.24514667352,2171.77385050079,1517.38103382507,2958.29713995377,4897.76965704871,1700.0526954607,2922.77290986145,1141.99183814634,2497.23280124568,1320.20649881497,837.316291683585,2200.02859904496,818.788860882152,1204.39170691392
B3,NTX+KET,M,1220.14189146201,446.121367695171,4119.6841333234,8321.64957864741,7111.19435405877,8057.10844303298,7207.3732692521,4992.33227464342,3062.14267996335,4527.94697958451,2456.96594955496,1523.40435817259,3081.68253058175,1303.43107494653,2513.90844694424,1653.81275360757,1456.47927726175,1073.15242337784,678.597576465918
B4,NTX+KET,M,3795.00612280349,4169.10995145686,5030.66576715044,4374.10164528838,3217.10472446556,1797.30150787348,2332.77909937661,1880.45415253037,2133.6572746264,2854.92794794617,1816.06819099743,1799.63443008708,1778.4457489665,505.008054828643,566.033691992561,1498.39119707884,382.200205102409,129.165471347144,1125.88229596036
C1,NTX+KET,M,4513.89528701977,6435.72333557611,7605.92486490268,6192.90789893299,2121.10414515433,1927.49573549356,1960.98229519854,1014.18942995326,1351.52485982784,174.463786441771,596.85172463788,806.246849285137,903.386504267003,702.637767549908,922.227669893006,89.1034721710582,58.3835699368025,414.554629528816,754.497324643142
C2,NTX+KET,M,6703.4876609158,10857.3277340433,11461.040266511,8808.62796080884,7158.45958619315,5533.47077891683,4345.9081666981,4962.77608285304,3531.40782958904,4168.25447293915,4053.64800498287,2993.56210763752,2323.98760233075,2322.77661783102,2296.80134751243,3224.16591398132,2854.28973607559,1362.36776624838,1842.96465114144
F1,NTX+KET,M,7422.99762789543,11182.9891341767,9570.31750037976,6751.08109291431,5152.38562627932,3109.59927782233,2650.64138370807,1342.42641999846,1872.30549428657,1534.49320363093,1215.91806571613,470.109581852785,933.919629770355,2089.68817040915,2345.10599615674,910.847459372867,323.238234829096,333.806485636125,1307.2100634305
F2,NTX+KET,M,1461.82325764723,5234.92252085396,7768.92293448256,6399.04761301694,5577.8967049913,5414.30279003544,3931.05674763979,2824.76037151164,3821.7952514965,1653.56395110167,1743.43577853859,2467.9879055617,862.807238011952,718.156048378057,687.910732299444,760.105055830327,381.272981924567,272.436775476476,841.077781718735
G1,NTX+KET,M,6879.709657141,9550.23355182965,6832.45699426176,6017.60758105416,4757.84216216106,3243.18144819802,3654.34742290604,1881.27048241835,2020.68015008903,1805.87832585468,2780.57546961744,1948.22018630921,1678.67228812712,1716.95289332486,2482.01802441993,2536.97907589962,2174.66942092881,1838.21603116657,1853.30011731635
G2,NTX+KET,M,8114.1328608108,12030.2169639212,10989.7831902343,8933.98220234713,8670.12406435315,7651.6231437624,7246.72379929236,4575.43677294392,3952.06163446458,3338.51733747251,2825.08302590702,3560.66837090418,2480.33637156899,2668.54299771994,3011.24350774874,1795.97268571277,3347.87456984107,3265.21283198885,2122.93490270286
B1,NTX+KET,F,7071.17278927261,10637.9993091851,11183.3521994913,13307.1544596888,15372.6647281233,15550.1120412291,19580.0402718342,20600.5247309237,16137.6725358585,12958.9086688917,16007.4199846113,13375.8308895996,14033.6827844043,10794.9564698325,11525.9344115783,9427.9161925608,10399.2225696995,8769.97174429652,8627.98170965658
B2,NTX+KET,F,3557.34982292543,5471.88649024407,7992.11696628222,7518.68219606627,11922.2134846551,10158.409054798,10962.9785247047,11085.4028540845,8728.14066215024,7833.99202209749,10279.33776481,10085.6052298831,9770.4560689932,9489.11807629258,8229.85747699295,6255.35248581407,7200.26029642851,7060.60080935422,6298.90058855933
D1,NTX+KET,F,3127.57275183705,6442.10247202749,7834.3679093121,6382.64453577063,5971.34591725796,6384.06620657025,5084.14157200288,4213.87546183041,3122.71942560013,2887.51149467595,1747.97476930555,1377.20343164635,1063.03812180487,1342.01230967115,927.50077790456,465.788715179956,2177.75465407149,1316.46536923879,1963.56464679326
D2,NTX+KET,F,6774.96842318659,8413.7662278173,9296.35291399341,8953.63632868727,6543.24687880843,6661.52720691326,5164.89784505839,4955.96139850336,4093.34142340413,3641.33200038401,1368.72809657267,1829.79705610355,1648.89635551915,3190.36436508062,566.780990498388,1252.59020920341,2228.93331775119,1624.51720407901,1802.86954276911
H1,NTX+KET,F,3683.32254654816,4862.06082916662,12826.292890121,13578.7853541923,12405.0311288334,13477.9736260389,10867.4211824817,6630.95860120307,7644.51736047995,7503.43421534302,4223.88302929181,2746.87872834073,1910.18021988469,2211.51618317972,1793.91960840894,1225.58718816424,627.505579443423,629.598064524939,2920.56647914371
H2,NTX+KET,F,4197.05624486639,7019.37296852288,8454.52905002778,8455.69028763831,9230.68958290629,7498.0564292851,7230.9721284707,6992.01061110168,5846.64326749547,4044.37542207012,5298.41579473839,3203.28929063452,3725.63119939884,2922.59365063579,3352.49157521657,1932.60470338876,2276.1669023795,1106.06343465019,994.766534489252
J1,NTX+KET,F,5236.24008271934,11857.4398108968,12949.7185233663,11964.5992454426,10227.9862149081,13589.966946569,10713.5805765906,6007.02193675751,5233.01581581683,4804.22463589975,2711.79052827497,2625.34172614689,1857.46807623398,4256.01101080128,1579.45619957358,3622.3029195933,2463.93819514948,2637.9344017175,2606.39507504696
J2,NTX+KET,F,5362.15110839225,10303.5726723017,11886.2865363314,9351.51468751538,5875.91877800257,5798.09901880369,4590.16771091558,3315.86160657978,3252.40394606434,2950.79449301952,3611.38260840154,1069.29339930698,2608.87664216942,3537.13130653174,1290.92631126748,1659.1281304337,2294.22627373006,575.261954901199,1078.87265334598
E1,VEH+VEH,M,3236.24680870687,4806.37616594344,4370.3311569566,3332.26846722086,3962.95070007945,5006.19226528311,3517.34251922121,2944.93675142483,2742.98757892049,1806.58452109692,3263.67771292481,3122.79794028778,2733.93248505767,2912.37992006605,1326.41983298902,351.041730937912,650.451029853081,1989.95214262361,2109.10500358517
E2,VEH+VEH,M,1411.26108906416,2396.07026464061,1910.76358008717,1692.80081915638,2274.01009529992,2884.83265890793,1293.84255173149,1899.02146341359,831.974174649424,1190.72069616486,2074.16241979884,2012.19523283052,2806.07125019096,1080.87869826629,591.652843719621,368.76978441516,411.928996832726,363.829894649909,396.847234260103
I1,VEH+VEH,M,4951.66108839334,3895.78740008724,4952.87662752019,4255.61329009027,3259.79399084237,4401.67985652312,3574.89377898766,3421.7474631824,2542.09627025085,2773.22790777907,3594.96309087333,3914.92508011772,4321.14311852712,3224.30419572969,2576.53856993784,1248.05443186562,1326.37794109477,1255.72896828796,1814.62341111612
I2,VEH+VEH,M,3809.48410627883,4058.36250011553,2967.17996248551,2772.79668124113,3468.52845960189,3383.79252746594,3089.29226329893,2856.75554439243,888.026011542607,2272.77431972799,2636.3500314431,2048.78365188361,1763.62707296344,1239.29446165409,1298.76049334811,2009.4062486131,1769.46059498367,3219.9813015343,1715.27166637363
E3,VEH+VEH,F,5888.18301933391,5394.67207143074,5465.90020344201,5868.26636539961,4315.8618145272,3982.37819750611,2410.18365204537,4950.26254142136,4538.15964190468,3755.91186196807,2686.05697400995,2174.81762398084,2759.1514579158,4534.11783148246,4422.24988629317,2857.35021735423,2806.16692201568,3495.71339119167,3251.35655059263
E4,VEH+VEH,F,3357.97193612843,1388.54006733332,4704.43396722569,3871.35845278031,3634.27054550324,5340.68217346053,4041.17436006325,2127.63903479466,1754.12434641288,1573.16548373663,830.708020407956,2433.48745538574,3904.81920479542,2022.63059227898,799.698721885619,206.114602071153,320.846951221994,321.030193790163,162.694694595984
I3,VEH+VEH,F,2905.54481407761,4334.38429267608,5101.69238007354,4513.8522656582,3145.40989062993,1542.17581514604,2701.19675083108,2388.92689802597,2849.16753702796,2032.77493481682,1607.51107174152,1954.00182212456,2331.78938182992,2310.04450775979,2832.25849881477,2599.84551355157,2211.61043443159,1409.08730257945,1093.62844006905
I4,VEH+VEH,F,6224.63609512073,6621.37666042372,4902.75940038923,5576.57171698614,4229.86339615797,5150.37863301106,3680.94797223674,3310.28826409051,3903.2567645737,4779.28107921191,4906.97935174494,3124.03540330971,1800.55718209358,1591.65331562282,2368.39915078586,4292.18130019739,3118.39089788914,1100.66056353142,2451.5260192142
