ID,Group,Sex,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
A1,VEH+KET,M,6475.1863220499,13939.8194867458,14799.5051003322,13701.0193987088,10631.6069090548,9744.78182408885,6247.12968211535,4667.04647962224,1956.56488283159,1280.64031582231,3177.44729216187,3017.79118045862,999.289475407082,3009.15509114185,1204.70400696019,1182.95425105615,2317.46951136793,2068.36904612919,1800.20989254893
A2,VEH+KET,M,8752.93202922742,11996.925418862,13692.7427019788,12270.1862401741,11527.4592767903,10433.2366187833,11047.3732308453,7533.94598542034,4799.73641544068,4085.02271376457,2962.48704330803,2119.62426015503,2285.33966457601,1920.20249435604,550.24252200453,2286.53197651983,2668.170388669,2775.53131198117,2150.02596608587
C3,VEH+KET,M,7548.97281076894,9562.29558945144,8822.40325624852,6396.82087664844,4387.80031142191,3166.24187010617,1423.80192851497,1952.37717182859,583.761475067377,1428.72739716142,750.05598403318,878.39994249282,1328.71053709316,1009.55883858722,1922.05169833962,850.407667283686,578.799781639102,1990.82775529295,1228.4749448664
C4,VEH+KET,M,5608.56677746939,3654.80976646529,4038.21960792643,3516.31999548099,2046.98116541796,1475.49247608542,753.555246480565,253.657692677159,436.125251433569,2580.71830208554,1697.16879905313,169.989444992146,229.123762302877,263.434613335158,270.646989779082,175.314562252346,213.049509230989,600.762400668866,2466.25165440571
F3,VEH+KET,M,9044.25607592855,12083.5353785113,11270.4645687731,8904.75478021884,6398.03075639485,4012.54956237375,3301.63293859137,1577.44211371334,1882.5148174442,671.844482312027,1971.38093536932,1681.27486632796,2061.44910430478,2231.34519108454,287.944409545071,265.846176227624,328.009172212705,2185.4055082022,257.857945391436
F4,VEH+KET,M,6168.23212068285,7464.16260474013,4104.88896552184,4449.61779638926,2106.5111265681,942.810087402738,2145.86944060532,2321.60455274502,1502.1999631554,1125.0637847464,1418.02568593839,1872.96003062157,2512.83007610033,2540.49110637625,1985.8175178336,2664.30973943184,1776.88962806307,2269.21359928626,660.400349299221
G3,VEH+KET,M,6631.39836033802,7532.53963201188,5806.08149677297,5893.53154471623,5767.98447017785,5430.36781925391,5132.23627205625,4343.15874135148,2660.27350556489,3026.68304976288,4243.91153008632,2776.03084159223,2320.59228045178,2575.73741637255,992.568677658874,2636.94697193213,2918.15833763133,3076.02635290896,3151.67760481875
G4,VEH+KET,M,13287.1222636765,13804.2307909861,7989.39256972637,6021.34444363776,2686.78560414918,3942.30321011974,1561.8855252847,2596.43973235785,1690.69672008135,703.079635069045,1322.13728588057,1501.75918882246,2268.90699428754,1215.53497773836,1349.30240218061,1990.10405268019,3027.55048220125,1411.62543592742,2777.71229267375
A3,VEH+KET,F,3680.92931629319,8368.97222902791,10467.9340398826,9340.70839474017,7889.05154787473,8671.48241876465,7144.6172137874,5334.5466260678,4153.4481990327,3668.33897204442,2267.36122047563,3990.69360086755,3079.16446627002,3524.60203337308,3159.55174481787,1763.68522009831,3027.1273666446,2432.39423143907,2106.1898677959
A4,VEH+KET,F,5656.67348976384,12716.8486438696,9200.20074971243,8832.63614474887,7597.25176827538,9203.54581725812,9892.81931745862,7812.72755785906,6847.70310700159,4601.00945623053,3987.50875293343,2556.57534756165,3445.44290952218,3117.52494454038,4637.83133505642,3791.18875949061,3933.7396451729,3972.5685130752,4643.56996577819
D3,VEH+KET,F,6552.65416903505,7739.19085509536,9724.916379698,9424.55478743665,8208.74625019012,7489.22691489786,6340.98716254251,6977.75991082733,5620.99087845578,5732.67243878641,5303.61541117294,5351.26038042819,3969.30661579282,4204.39371521934,5306.92305887114,5028.44871814346,4407.4957092333,3917.54696833774,4301.75490426612
D4,VEH+KET,F,3923.45726373072,7594.57655492095,8167.48243032254,7805.54801135785,4902.84457328479,6578.14054634607,6190.80893614276,4870.58599603796,5417.25347510678,4744.46670798849,4027.07545041536,4221.19566565335,4202.09273336393,1630.66415270245,1475.41161858758,1416.45748201854,1632.56938425073,2226.88863491046,3153.11642657738
H3,VEH+KET,F,5384.25336599179,7722.26446549469,6747.055246777,7563.88631549839,7370.30705758613,5492.91637568579,5527.10754047178,3799.91269364377,3828.53014560629,3099.38129288157,3054.11926321471,2612.98822014186,3367.43159081131,2293.9777534948,3039.43599987257,2640.75924701355,2891.85877681859,2909.42725872274,3182.11463854037
H4,VEH+KET,F,5083.93627086286,7916.08687900273,9615.5053519313,9103.53451483313,8099.63798705784,7846.40795791695,5390.4792837796,4038.48343056784,1329.08617833631,2890.57707276636,3650.86103890642,3294.29134795306,2175.70207489749,3019.5053072424,2541.63526539508,2482.24687079274,1617.72730768163,2691.10602614518,3335.35150463533
