Animal_ID,Sex,Cg1,PrL,IL,M2,M1,S1,Ins,CPu,NAcC,NAcSh
1,M,-205.930527939774,1.03336590407611,-50.0932222516312,-184.84452831668,-122.854204417735,-52.4039898493258,6.13947235534448,-7.34965297408684,7.53475792133924,-24.3826163169506
2,M,-49.7526193544264,164.225480961389,82.4979451674046,-1.2918229750332,-52.731283647587,306.799860456822,203.422477845772,-19.9007983379322,-41.9887106136121,15.7712862109872
3,M,0.267031406645287,17.4810745834366,120.158758700816,-106.642262913032,-154.340121791969,-160.721831435553,-26.9429000133746,-18.1823616619912,-23.7079371116579,44.6260856867982
4,M,-122.464886110687,-120.807115520447,-83.8579881634918,-82.1368160851945,-73.2856196979838,-38.298718181834,-57.1293088881175,-37.7477785814653,-20.0262011874015,-50.2858922707538
5,M,-81.9134094500429,-108.992737766483,-73.1834144557596,-5.8028580239076,-19.1935642914524,-113.067239951071,-60.8940281625974,-71.1889153063477,-36.8506360392999,7.63950695707157
6,M,-122.656540633635,232.352924164384,246.923510365417,-74.2904708797518,-138.652809184429,8.8124399750746,83.7614809202574,-48.8405780373557,-58.4511230903574,-5.58704995733557
7,M,-111.173031126936,-30.7638449736129,200.009148259528,-52.9786616238717,-57.8913780292223,-37.0886697474832,-14.586947980369,16.3794194702518,9.23358461737428,68.5984020160619
8,M,-264.541498034461,-225.161982085266,-75.229968707057,-149.5025857294,-156.85553190428,-145.508965696317,-89.8122531853587,-137.098818379335,-85.1352928936135,-46.4521235188691
9,M,-36.5303048497957,-129.627429002058,-3.43467335522433,94.6728343244437,6.64495043961912,-9.75483404811206,13.5387377913446,-22.5857608315838,-41.6250173518534,-17.0703255498176
10,F,36.656575178977,43.9747018007973,27.731230447719,92.3517063301881,117.510224880511,89.7826189575773,86.601719298639,56.6948010137669,16.665854324015,-9.3869290127932
11,F,107.397381467427,81.1815632058755,20.5165895998739,31.5752463881907,15.2791963358675,-3.62267101708544,-25.445661131337,-2.11658144927296,-41.8197920448428,-18.1805108788266
12,F,135.215813088839,43.2733322468407,-13.6650530179291,104.344233868733,64.103974913789,49.9554387607924,23.2083106520474,27.3699652822135,25.7106868754307,61.7128346205708
13,F,-0.416102365911456,-107.14520246807,-45.548681528056,-70.9022664191518,-262.437410508555,-85.8704574900498,-37.4019717600291,-52.5745088159716,-12.9763108825873,-32.0806452481451
14,F,-107.714398147007,-143.89814026698,28.6523641491897,-120.818378342106,-48.5996168847427,-107.351367224481,-3.5813195413312,-47.0514449717135,-32.2079507217336,-21.7896339370383
15,F,183.851335907934,52.966980464491,-106.870488717159,66.6601308947276,-45.0284337900523,-6.41430750485219,-37.5291521959696,31.3543783525075,-3.53139299885228,-68.8466466652329
16,F,8.08042400020349,-5.12314099896281,12.7844979283178,-23.040238625165,46.363838902619,187.798717001654,29.2909066506396,46.0896974139584,-6.58506652597568,64.2011592125429
17,F,-14.6589123027467,21.8211622417964,-63.1833784577831,-29.1489738004485,24.878683117011,46.5771594756943,20.794682479975,81.4561424202488,47.1726367915699,-13.3828112962324
18,F,163.255052585943,203.717929926285,183.354584793936,131.635343120928,124.75195450682,127.206749163162,122.74739625725,38.2832792637591,31.9560884649187,58.9136476503955
