Animal_ID,deltatheta,alpha,beta,gamma
e1,0.564441980161139,0.53705679250518,0.716435122199989,0.24168942743989
e2,0.367331802634439,0.407753559071748,0.387330034578687,0.23051906431064
e3,0.369456625602161,0.358233580892094,0.257742690791446,0.133492995535848
e4,0.33118713682964,0.283287676102523,0.313314348635414,0.287243794473304
e5,0.471624446734171,0.450868491128717,0.475027862950762,0.153783586185598
e6,0.366586338448981,0.366877435038044,0.317323325867133,0.204371896079559
