Animal_ID,Treatment,Sex,Cg1,PrL,IL,M2,M1,S1,Ins,CPu,NAcC,NAcSh
1,NAL+MK801,M,79.4807057322205,168.176659392731,160.675381066689,87.9693090219415,122.75609678481,59.9394662087492,26.0049114820978,68.4966244917026,36.3821524170525,108.023062792297
2,NAL+MK801,M,193.218707420928,170.164316106502,104.869895561663,112.532182729406,101.359977576066,46.9993892178779,52.5149872688213,97.2100120367644,69.9364788732612,146.764544023722
3,NAL+MK801,M,149.998999238407,35.4958587247248,88.7026121566788,124.268374777202,71.7682824636752,104.606176099664,71.571660587795,116.138253772944,50.2098121494663,88.6325870106484
4,NAL+MK801,M,76.0323894333354,105.256537987974,13.6317400567976,173.725424357381,154.855161869677,95.7630392008811,54.3446528003024,11.9743426301512,210.069644963217,105.237674313138
5,NAL+MK801,M,-28.0547645880096,-9.62353244487134,45.6916926067059,-31.3649173088553,-17.2236125888305,2.88041676154275,58.1658934926593,85.8029150013857,15.2760304023275,116.364133371864
6,NAL+MK801,M,54.4941103557983,83.2404284626094,92.7984764600721,72.3317330876133,80.6127826411693,59.6378595587543,61.1903312609668,45.4316004428857,22.4992249384269,19.5524866810914
7,NAL+MK801,M,152.443929602069,151.614639822181,96.4003537681939,158.553280502018,193.605071804247,208.907282836343,141.624808613022,167.360310354786,73.9916570967148,49.0589184345912
1,VEH+MK801,M,79.3058128282747,73.8477955515381,84.9337558378453,158.070897531505,234.627019352555,38.7538541540704,39.7919207611519,137.699363009377,52.4188223641584,59.0673385662995
2,VEH+MK801,M,96.5708854859172,100.649863355495,198.994632112586,41.6415009982675,39.474373302503,35.4972696028999,42.7311173723511,151.775958738115,68.0259123569815,65.5078330477974
3,VEH+MK801,M,52.7824855964986,72.6424271229894,146.779184477244,74.9194366826698,88.6651669740443,83.7621596594079,68.2226955695733,57.8593975701811,35.7534332567862,43.7869820334682
4,VEH+MK801,M,182.248198386988,185.403448546097,84.2170531185426,129.652416719097,154.781260656003,106.93855697476,30.159628319938,49.3284890960093,58.8555989282963,44.6012661945969
5,VEH+MK801,M,83.9696576439163,77.0137485110637,74.5034037090974,74.9424721015124,100.600768742941,85.1512883439251,33.0845153873594,89.5805098707198,50.5141778275762,44.4286693136684
6,VEH+MK801,M,89.5417371105344,36.9072771097029,33.1130726070633,136.750875730623,106.123838056197,84.9695018185175,56.9818493060753,39.6780785098985,15.310652947409,121.200993278177
7,VEH+MK801,M,141.376447077328,134.799811108172,60.6344771487384,161.115142604728,195.208237553947,150.344473178586,38.754391730894,179.244640778986,111.805810218799,70.2637242075703
