Animal_ID,Cg1
f1,0.182877529340104
f2,0.119215557939084
f3,0.157682722690143
f4,0.289198602850887
f5,0.221833969113647
f6,0.340865087649052
f7,0.421945621991622
f8,0.369907765447466
f9,0.521237822511819
